1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0,0,0,0,0,0,0,0,0.835200779011485,0.474119857827954,0.931569498453057,0.27681785156768,0.376217556539451,0.46752965239825,0.222796880755819,0.481467370553536,0.196525495349165,0.666224260909231,0.205075829611159,0.320151882301426,0.183686144364659,0.900267246078532,0.789251576219162,0.593237947458625,0.290159393188583,0.85622048008091,0.414212090283738,0.426096284589079,0.374218431066535,0.286691336025572
0,0,0,0,0,0,0,0,0,0.350386802440118,0.972706091975379,0.430093203280188,0.222844719772412,0.883492441371752,0.747830179375591,0.190062248196845,0.932466164773947,0.163330153338901,0.534034813037602,0.209257447520961,0.19525501627293,0.152184319885804,0.454552177189987,0.415633749681901,0.715860206174786,0.230614813925032,0.508922541914431,0.968594902671429,0.844884334678876,0.929504912220745,0.271432323558364
0,0,0,0,0,0,0,0,0,0.884600490364676,0.548888839745924,0.904764490239303,0.204979074991063,0.446499089759531,0.530748928770144,0.200779469828374,0.507058103242207,0.2011978730381,0.714678112158807,0.260182785520347,0.209409952726452,0.146045476839932,0.870227411544724,0.749673002565913,0.608323633421117,0.207999776423042,0.811843981364455,0.435188346380067,0.454706971455131,0.402983435506893,0.328091807169888
0,0,0,0,0,0,0,0,0,0.315871802502602,0.119060084413771,0.153628111135239,0.991000746147745,0.264471837870412,0.225132849840722,0.853839350807081,0.132440790323485,0.847597743909642,0.208575612870518,0.774711114860604,0.94043529311304,0.919719358157314,0.207977988032782,0.189775179403177,0.189646085722679,0.906740447687086,0.207301162800628,0.199794139630886,0.22832960017758,0.186647976525285,0.782336587260506
0,0,0,0,0,0,0,0,0,0.264078131616021,0.0898948532882079,0.195328629737022,0.852472282089201,0.170728658089063,0.301795373777381,0.984300195202106,0.159707268904807,0.97058852598573,0.286371778563057,0.852761194045693,0.895510118957886,0.991294614779412,0.193909511663119,0.178009034375611,0.294469972841608,0.87173288048851,0.222881984811384,0.164310485592926,0.320983050413596,0.0993628380015649,0.845772891884892
0,0,0,0,0,0,0,0,0,0.43464567925773,0.804365009431474,0.473835427986684,0.226255211417643,0.670293440074293,0.977386477150205,0.343209494647189,0.776447254103835,0.267856197394103,0.776499737903152,0.209553627334284,0.263079591287786,0.301916395332025,0.458835089550907,0.463001989060311,0.864628477678329,0.258347269934367,0.562071895827809,0.788808620919707,0.977003024851964,0.774687030696673,0.2069404503698
0,0,0,0,0,0,0,0,0,0.548504842540401,0.696279965448274,0.656620722335198,0.237242330086523,0.532494404017649,0.80786416245298,0.294141369397344,0.648562303263986,0.25017575106629,0.984018774212078,0.269424410921675,0.248073149490418,0.210206948167832,0.590411916481319,0.576897376205763,0.971593155512741,0.228060911513642,0.67791064878135,0.556144164280082,0.753135028572384,0.515496318472382,0.204930605948487
0,0,0,0,0,0,0,0,0,0.377301692640214,0.875280914138259,0.315799894174872,0.415605858444783,0.862922100470514,0.620383480669465,0.326874351307338,0.834923354943499,0.337118964216208,0.447484715286485,0.355669749947224,0.351430598487055,0.31116503988606,0.392621769689716,0.369162698615476,0.599504909960738,0.40076938893392,0.463072063393391,0.916932672676335,0.756299039564894,0.901283036934345,0.515760380573688
0,0,0,0,0,0,0,0,0,0.379251820750583,0.202340033512548,0.222382044019657,0.813593609971446,0.329993541760465,0.269723627242073,0.83121306683795,0.265539036389784,0.856167343623931,0.311015386898401,0.998846037857584,0.80441060320562,0.868989109681234,0.263661624921151,0.221330143104337,0.291432784412448,0.805667145738113,0.267706657684077,0.254232248213675,0.197895560782273,0.177241619992762,0.998464373464373
0.835200779011485,0.350386802440118,0.884600490364676,0.315871802502602,0.264078131616021,0.43464567925773,0.548504842540401,0.377301692640214,0.379251820750583,0,0,0,0,0,0,0,0,0,0,0,0,0.272722927478725,0.804806217699367,0.872716052758336,0.499345388514055,0.35955400443307,0.83207394808494,0.334079180176733,0.401880635278313,0.377618521216173,0.375889021335754
0.474119857827954,0.972706091975379,0.548888839745924,0.119060084413771,0.0898948532882079,0.804365009431474,0.696279965448274,0.875280914138259,0.202340033512548,0,0,0,0,0,0,0,0,0,0,0,0,0.0671692333517909,0.5330310035745,0.527751392281244,0.77178603957617,0.12790773371962,0.529095611129168,0.961018933353545,0.849971310570253,0.948593031657926,0.229842280784683
0.931569498453057,0.430093203280188,0.904764490239303,0.153628111135239,0.195328629737022,0.473835427986684,0.656620722335198,0.315799894174872,0.222382044019657,0,0,0,0,0,0,0,0,0,0,0,0,0.207426599880402,0.909132838757265,0.88927633187365,0.64552420535749,0.220416410984241,0.90722916222221,0.423021113843858,0.475143132603411,0.436758768775476,0.310528046265181
0.27681785156768,0.222844719772412,0.204979074991063,0.991000746147745,0.852472282089201,0.226255211417643,0.237242330086523,0.415605858444783,0.813593609971446,0,0,0,0,0,0,0,0,0,0,0,0,0.862798391138695,0.236463975381033,0.256734067920961,0.15866888725968,0.986805317899997,0.182138620031347,0.184661830192995,0.188327712084741,0.262211844429221,0.715003982351588
0.376217556539451,0.883492441371752,0.446499089759531,0.264471837870412,0.170728658089063,0.670293440074293,0.532494404017649,0.862922100470514,0.329993541760465,0,0,0,0,0,0,0,0,0,0,0,0,0.17944584814571,0.449620224166083,0.468341803033804,0.612920072300523,0.279435327067998,0.437279035921112,0.886325224443148,0.729796539737538,0.890405685013347,0.321724822483213
0.46752965239825,0.747830179375591,0.530748928770144,0.225132849840722,0.301795373777381,0.977386477150205,0.80786416245298,0.620383480669465,0.269723627242073,0,0,0,0,0,0,0,0,0,0,0,0,0.255210869026684,0.484976221931919,0.555798045672597,0.818260948037086,0.238943848666709,0.536174443072509,0.733005477054745,0.973603863384535,0.757153753122182,0.257467846647583
0.222796880755819,0.190062248196845,0.200779469828374,0.853839350807081,0.984300195202106,0.343209494647189,0.294141369397344,0.326874351307338,0.83121306683795,0,0,0,0,0,0,0,0,0,0,0,0,0.983724882803996,0.232403233047642,0.320098570103627,0.254811374269137,0.819450244047691,0.249058557728961,0.184021331777581,0.320738236391757,0.20032929648806,0.829302358070835
0.481467370553536,0.932466164773947,0.507058103242207,0.132440790323485,0.159707268904807,0.776447254103835,0.648562303263986,0.834923354943499,0.265539036389784,0,0,0,0,0,0,0,0,0,0,0,0,0.125359864949062,0.479237676377489,0.574810435604151,0.72346933013216,0.134993074237623,0.548622830175335,0.917974486813345,0.811765933738953,0.916470922113748,0.266704132734851
0.196525495349165,0.163330153338901,0.2011978730381,0.847597743909642,0.97058852598573,0.267856197394103,0.25017575106629,0.337118964216208,0.856167343623931,0,0,0,0,0,0,0,0,0,0,0,0,0.973124561734494,0.214863667873354,0.30755036155824,0.200805987060522,0.815235669395978,0.230720394958244,0.157422592189023,0.2543125139894,0.200208299736396,0.852944916969123
0.666224260909231,0.534034813037602,0.714678112158807,0.208575612870518,0.286371778563057,0.776499737903152,0.984018774212078,0.447484715286485,0.311015386898401,0,0,0,0,0,0,0,0,0,0,0,0,0.235266379565119,0.619255067120574,0.702099142838467,0.981437669543853,0.233060189405545,0.671265569076549,0.498428736275995,0.747578899383009,0.555467178955451,0.30111972966799
0.205075829611159,0.209257447520961,0.260182785520347,0.774711114860604,0.852761194045693,0.209553627334284,0.269424410921675,0.355669749947224,0.998846037857584,0,0,0,0,0,0,0,0,0,0,0,0,0.863642697114384,0.250889444602936,0.254580681013176,0.220695821032568,0.734183231409,0.145360275499205,0.177875117664281,0.151297729873488,0.209524809934661,0.999988835502291
0.320151882301426,0.19525501627293,0.209409952726452,0.94043529311304,0.895510118957886,0.263079591287786,0.248073149490418,0.351430598487055,0.80441060320562,0,0,0,0,0,0,0,0,0,0,0,0,0.916797675504653,0.263281851446753,0.312293788251461,0.187614965934381,0.90315663031275,0.246803339757092,0.170983784392678,0.228438523791516,0.208999768365621,0.736266871487106
0.183686144364659,0.152184319885804,0.146045476839932,0.919719358157314,0.991294614779412,0.301916395332025,0.210206948167832,0.31116503988606,0.868989109681234,0.272722927478725,0.0671692333517909,0.207426599880402,0.862798391138695,0.17944584814571,0.255210869026684,0.983724882803996,0.125359864949062,0.973124561734494,0.235266379565119,0.863642697114384,0.916797675504653,0,0,0,0,0,0,0,0,0,0
0.900267246078532,0.454552177189987,0.870227411544724,0.207977988032782,0.193909511663119,0.458835089550907,0.590411916481319,0.392621769689716,0.263661624921151,0.804806217699367,0.5330310035745,0.909132838757265,0.236463975381033,0.449620224166083,0.484976221931919,0.232403233047642,0.479237676377489,0.214863667873354,0.619255067120574,0.250889444602936,0.263281851446753,0,0,0,0,0,0,0,0,0,0
0.789251576219162,0.415633749681901,0.749673002565913,0.189775179403177,0.178009034375611,0.463001989060311,0.576897376205763,0.369162698615476,0.221330143104337,0.872716052758336,0.527751392281244,0.88927633187365,0.256734067920961,0.468341803033804,0.555798045672597,0.320098570103627,0.574810435604151,0.30755036155824,0.702099142838467,0.254580681013176,0.312293788251461,0,0,0,0,0,0,0,0,0,0
0.593237947458625,0.715860206174786,0.608323633421117,0.189646085722679,0.294469972841608,0.864628477678329,0.971593155512741,0.599504909960738,0.291432784412448,0.499345388514055,0.77178603957617,0.64552420535749,0.15866888725968,0.612920072300523,0.818260948037086,0.254811374269137,0.72346933013216,0.200805987060522,0.981437669543853,0.220695821032568,0.187614965934381,0,0,0,0,0,0,0,0,0,0
0.290159393188583,0.230614813925032,0.207999776423042,0.906740447687086,0.87173288048851,0.258347269934367,0.228060911513642,0.40076938893392,0.805667145738113,0.35955400443307,0.12790773371962,0.220416410984241,0.986805317899997,0.279435327067998,0.238943848666709,0.819450244047691,0.134993074237623,0.815235669395978,0.233060189405545,0.734183231409,0.90315663031275,0,0,0,0,0,0,0,0,0,0
0.85622048008091,0.508922541914431,0.811843981364455,0.207301162800628,0.222881984811384,0.562071895827809,0.67791064878135,0.463072063393391,0.267706657684077,0.83207394808494,0.529095611129168,0.90722916222221,0.182138620031347,0.437279035921112,0.536174443072509,0.249058557728961,0.548622830175335,0.230720394958244,0.671265569076549,0.145360275499205,0.246803339757092,0,0,0,0,0,0,0,0,0,0
0.414212090283738,0.968594902671429,0.435188346380067,0.199794139630886,0.164310485592926,0.788808620919707,0.556144164280082,0.916932672676335,0.254232248213675,0.334079180176733,0.961018933353545,0.423021113843858,0.184661830192995,0.886325224443148,0.733005477054745,0.184021331777581,0.917974486813345,0.157422592189023,0.498428736275995,0.177875117664281,0.170983784392678,0,0,0,0,0,0,0,0,0,0
0.426096284589079,0.844884334678876,0.454706971455131,0.22832960017758,0.320983050413596,0.977003024851964,0.753135028572384,0.756299039564894,0.197895560782273,0.401880635278313,0.849971310570253,0.475143132603411,0.188327712084741,0.729796539737538,0.973603863384535,0.320738236391757,0.811765933738953,0.2543125139894,0.747578899383009,0.151297729873488,0.228438523791516,0,0,0,0,0,0,0,0,0,0
0.374218431066535,0.929504912220745,0.402983435506893,0.186647976525285,0.0993628380015649,0.774687030696673,0.515496318472382,0.901283036934345,0.177241619992762,0.377618521216173,0.948593031657926,0.436758768775476,0.262211844429221,0.890405685013347,0.757153753122182,0.20032929648806,0.916470922113748,0.200208299736396,0.555467178955451,0.209524809934661,0.208999768365621,0,0,0,0,0,0,0,0,0,0
0.286691336025572,0.271432323558364,0.328091807169888,0.782336587260506,0.845772891884892,0.2069404503698,0.204930605948487,0.515760380573688,0.998464373464373,0.375889021335754,0.229842280784683,0.310528046265181,0.715003982351588,0.321724822483213,0.257467846647583,0.829302358070835,0.266704132734851,0.852944916969123,0.30111972966799,0.999988835502291,0.736266871487106,0,0,0,0,0,0,0,0,0,0
